1 1 1.0000000000000000e+00
1 2 0.0000000000000000e+00
1 12 0.0000000000000000e+00
1 13 0.0000000000000000e+00
2 1 0.0000000000000000e+00
2 2 1.0000000000000000e+00
2 3 0.0000000000000000e+00
2 12 0.0000000000000000e+00
2 13 0.0000000000000000e+00
2 14 0.0000000000000000e+00
3 2 0.0000000000000000e+00
3 3 1.0000000000000000e+00
3 4 0.0000000000000000e+00
3 13 0.0000000000000000e+00
3 14 0.0000000000000000e+00
3 15 0.0000000000000000e+00
4 3 0.0000000000000000e+00
4 4 1.0000000000000000e+00
4 5 0.0000000000000000e+00
4 14 0.0000000000000000e+00
4 15 0.0000000000000000e+00
4 16 0.0000000000000000e+00
5 4 0.0000000000000000e+00
5 5 1.0000000000000000e+00
5 6 0.0000000000000000e+00
5 15 0.0000000000000000e+00
5 16 0.0000000000000000e+00
5 17 0.0000000000000000e+00
6 5 0.0000000000000000e+00
6 6 1.0000000000000000e+00
6 7 0.0000000000000000e+00
6 16 0.0000000000000000e+00
6 17 0.0000000000000000e+00
6 18 0.0000000000000000e+00
7 6 0.0000000000000000e+00
7 7 1.0000000000000000e+00
7 8 0.0000000000000000e+00
7 17 0.0000000000000000e+00
7 18 0.0000000000000000e+00
7 19 0.0000000000000000e+00
8 7 0.0000000000000000e+00
8 8 1.0000000000000000e+00
8 9 0.0000000000000000e+00
8 18 0.0000000000000000e+00
8 19 0.0000000000000000e+00
8 20 0.0000000000000000e+00
9 8 0.0000000000000000e+00
9 9 1.0000000000000000e+00
9 10 0.0000000000000000e+00
9 19 0.0000000000000000e+00
9 20 0.0000000000000000e+00
9 21 0.0000000000000000e+00
10 9 0.0000000000000000e+00
10 10 1.0000000000000000e+00
10 11 0.0000000000000000e+00
10 20 0.0000000000000000e+00
10 21 0.0000000000000000e+00
10 22 0.0000000000000000e+00
11 10 0.0000000000000000e+00
11 11 1.0000000000000000e+00
11 21 0.0000000000000000e+00
11 22 0.0000000000000000e+00
12 1 0.0000000000000000e+00
